"Species","Family","Order","Wing_length","Mass","Habitat","Trophic_level","Trophic_niche","HWI","Raw_CRB","Raw_certainty","CRB","Certainty","CRB_Final","brain_volume_mm3","brain.mass.g","brain_mass_calculated"
"Caligavis_obscura","Meliphagidae","Passeriformes",86.7,26.4,"Forest","Herbivore","Omnivore",15.8,NA,NA,0,0,NA,NA,NA,NA
"Caligavis_subfrenata","Meliphagidae","Passeriformes",95.8,29.7,"Forest","Omnivore","Omnivore",17.7,NA,NA,0,0,NA,NA,NA,NA
"Callacanthis_burtoni","Fringillidae","Passeriformes",97.3,38.1,"Forest","Herbivore","Granivore",28.5,NA,NA,0,0,NA,NA,NA,NA
"Calliope_calliope__","Muscicapidae","Passeriformes",78.2,18.5,"Shrubland","Carnivore","Invertivore",22.8,NA,NA,0,0,NA,NA,NA,NA
"Calliope_obscura__","Muscicapidae","Passeriformes",68,19.6,"Forest","Carnivore","Invertivore",19.8,NA,NA,0,0,NA,NA,NA,NA
"Calliope_pectardens__","Muscicapidae","Passeriformes",71,14.5,"Forest","Carnivore","Invertivore",17.8,NA,NA,0,0,NA,NA,NA,NA
"Calliope_pectoralis__","Muscicapidae","Passeriformes",70.8,23.3,"Grassland","Carnivore","Invertivore",15.3,0,0,0,0,NA,NA,NA,NA
"Calliope_tschebaiewi__","Muscicapidae","Passeriformes",70.8,23.3,"Grassland","Carnivore","Invertivore",15.3,0,0,0,0,NA,NA,NA,NA
"Calochaetes_coccineus","Thraupidae","Passeriformes",95.2,46.4,"Forest","Omnivore","Invertivore",24,0,0,0,0,NA,NA,NA,NA
"Calochaetes_coccineus","Thraupidae","Passeriformes",95.2,46.4,"Forest","Omnivore","Invertivore",24,NA,NA,0,0,NA,NA,NA,NA
"Calyptocichla_serinus","Pycnonotidae","Passeriformes",89.6,38.7,"Forest","Herbivore","Frugivore",17.8,NA,NA,0,0,NA,NA,NA,NA
"Calyptura_cristata","Tyrannidae","Passeriformes",47.9,7.8,NA,"Omnivore","Omnivore",7.9,NA,NA,0,0,NA,NA,NA,NA
"Campephilus_gayaquilensis","Picidae","Piciformes",178.2,241.2,"Woodland","Carnivore","Invertivore",22,NA,NA,0,0,NA,NA,NA,NA
"Campephilus_guatemalensis","Picidae","Piciformes",180.8,242,"Forest","Carnivore","Invertivore",21,NA,NA,0,0,NA,NA,NA,NA
"Campephilus_haematogaster","Picidae","Piciformes",182.2,237,"Forest","Carnivore","Invertivore",13.5,NA,NA,0,0,NA,NA,NA,NA
"Campephilus_imperialis","Picidae","Piciformes",303,700,"Forest","Carnivore","Invertivore",37,NA,NA,0,0,NA,NA,NA,NA
"Campephilus_leucopogon","Picidae","Piciformes",181.2,249,"Woodland","Carnivore","Invertivore",25.7,0,1,0,1,"0",NA,NA,NA
"Campephilus_magellanicus","Picidae","Piciformes",218.4,324,"Woodland","Carnivore","Invertivore",24.1,0,0,0,0,NA,NA,NA,NA
"Campephilus_melanoleucos","Picidae","Piciformes",184,256,"Forest","Carnivore","Invertivore",21.9,0,0,0,0,NA,NA,NA,NA
"Campephilus_pollens","Picidae","Piciformes",174.6,187.9,"Forest","Carnivore","Invertivore",16.4,NA,NA,0,0,NA,NA,NA,NA
"Campephilus_principalis","Picidae","Piciformes",255.8,516,"Forest","Carnivore","Invertivore",33.3,NA,NA,0,0,NA,NA,NA,NA
"Campephilus_robustus","Picidae","Piciformes",184.5,200,"Forest","Carnivore","Invertivore",20.1,0,1,0,1,"0",NA,NA,NA
"Campephilus_rubricollis","Picidae","Piciformes",179.1,210.7,"Forest","Carnivore","Invertivore",17.9,0,0,0,0,NA,NA,NA,NA
"Campephilus_splendens","Picidae","Piciformes",180.4,237,"Forest","Carnivore","Invertivore",16.7,NA,NA,0,0,NA,NA,NA,NA
"Campethera_abingoni","Picidae","Piciformes",110.4,67.5,"Shrubland","Carnivore","Invertivore",18.3,NA,NA,0,0,NA,NA,NA,NA
"Campethera_bennettii","Picidae","Piciformes",116.8,70.1,"Woodland","Carnivore","Invertivore",20.9,NA,NA,0,0,NA,NA,NA,NA
"Campethera_cailliautii","Picidae","Piciformes",90,41.1,"Forest","Carnivore","Invertivore",16.4,NA,NA,0,0,NA,NA,NA,NA
"Campethera_caroli","Picidae","Piciformes",101.4,44.2,"Forest","Carnivore","Invertivore",17.5,NA,NA,0,0,NA,NA,NA,NA
"Campethera_maculosa","Picidae","Piciformes",100.4,54,"Forest","Carnivore","Invertivore",18,NA,NA,0,0,NA,NA,NA,NA
"Campethera_mombassica","Picidae","Piciformes",107.8,59.6,"Forest","Carnivore","Invertivore",17.1,NA,NA,0,0,NA,NA,NA,NA
"Campethera_nivosa","Picidae","Piciformes",82.9,37.8,"Forest","Carnivore","Invertivore",11.3,NA,NA,0,0,NA,NA,NA,NA
"Campethera_notata","Picidae","Piciformes",104.8,62,"Forest","Carnivore","Invertivore",17,NA,NA,0,0,NA,NA,NA,NA
"Campethera_nubica","Picidae","Piciformes",109.2,59.7,"Shrubland","Carnivore","Invertivore",17.5,NA,NA,0,0,NA,NA,NA,NA
"Campethera_punctuligera","Picidae","Piciformes",113.4,71.8,"Woodland","Carnivore","Invertivore",19.6,NA,NA,0,0,NA,NA,NA,NA
"Campethera_scriptoricauda","Picidae","Piciformes",112.2,59.7,"Woodland","Carnivore","Invertivore",19.6,NA,NA,0,0,NA,NA,NA,NA
"Campethera_taeniolaema","Picidae","Piciformes",107.2,50.5,"Forest","Carnivore","Invertivore",19.9,NA,NA,0,0,NA,NA,NA,NA
"Campethera_tullbergi","Picidae","Piciformes",108.6,50.5,"Forest","Carnivore","Invertivore",14.2,NA,NA,0,0,NA,NA,NA,NA
"Campicoloides_bifasciatus__","Muscicapidae","Passeriformes",89.4,35,"Rock","Carnivore","Invertivore",17.5,NA,NA,0,0,NA,NA,NA,NA
"Camptostoma_imberbe","Tyrannidae","Passeriformes",49.4,7.4,"Forest","Carnivore","Invertivore",14.1,NA,NA,0,0,NA,NA,NA,NA
"Camptostoma_obsoletum","Tyrannidae","Passeriformes",52.3,8.1,"Shrubland","Carnivore","Invertivore",16.5,NA,NA,0,0,NA,NA,NA,NA
"Campylorhamphus_falcularius","Furnariidae","Passeriformes",99.5,42.6,"Forest","Carnivore","Invertivore",14,NA,NA,0,0,NA,NA,NA,NA
"Campylorhamphus_multostriatus","Furnariidae","Passeriformes",93.1,33.5,"Forest","Carnivore","Invertivore",19,NA,NA,0,0,NA,NA,NA,NA
"Campylorhamphus_probatus","Furnariidae","Passeriformes",93.1,33.5,"Forest","Carnivore","Invertivore",19,NA,NA,0,0,NA,NA,NA,NA
"Campylorhamphus_procurvoides","Furnariidae","Passeriformes",95.3,33.5,"Forest","Carnivore","Invertivore",18,NA,NA,0,0,NA,NA,NA,NA
"Campylorhamphus_pusillus","Furnariidae","Passeriformes",95.6,40.5,"Forest","Carnivore","Invertivore",16.2,NA,NA,0,0,NA,NA,NA,NA
"Campylorhamphus_trochilirostris","Furnariidae","Passeriformes",98.5,40.8,"Forest","Carnivore","Invertivore",15.1,NA,NA,0,0,NA,NA,NA,NA
"Campylorhynchus_albobrunneus","Troglodytidae","Passeriformes",82.2,32.9,"Forest","Carnivore","Invertivore",15,NA,NA,0,0,NA,NA,NA,NA
"Campylorhynchus_albobrunneus__","Troglodytidae","Passeriformes",82.2,32.9,"Forest","Carnivore","Invertivore",15,0,0,0,0,NA,NA,NA,NA
"Campylorhynchus_brunneicapillus","Troglodytidae","Passeriformes",83.2,38.9,"Shrubland","Carnivore","Invertivore",13.7,NA,NA,0,0,NA,NA,1.38824,NA
"Campylorhynchus_brunneicapillus__","Troglodytidae","Passeriformes",83.2,38.9,"Shrubland","Carnivore","Invertivore",13.7,0,1,0,1,"0",NA,NA,NA
"Campylorhynchus_capistratus","Troglodytidae","Passeriformes",70.5,31,"Shrubland","Carnivore","Invertivore",9.6,NA,NA,0,0,NA,NA,NA,NA
"Campylorhynchus_capistratus__","Troglodytidae","Passeriformes",70.5,31,"Shrubland","Carnivore","Invertivore",9.6,1,1,1,1,"1",NA,NA,NA
"Campylorhynchus_chiapensis","Troglodytidae","Passeriformes",90.2,50.9,"Forest","Carnivore","Invertivore",12,NA,NA,0,0,NA,NA,NA,NA
"Campylorhynchus_chiapensis__","Troglodytidae","Passeriformes",90.2,50.9,"Forest","Carnivore","Invertivore",12,0,0,0,0,NA,NA,NA,NA
"Campylorhynchus_fasciatus","Troglodytidae","Passeriformes",83.1,30,"Shrubland","Carnivore","Invertivore",12.6,NA,NA,0,0,NA,NA,NA,NA
"Campylorhynchus_fasciatus__","Troglodytidae","Passeriformes",83.1,30,"Shrubland","Carnivore","Invertivore",12.6,0,0,0,0,NA,NA,NA,NA
"Campylorhynchus_griseus","Troglodytidae","Passeriformes",83.8,42.4,"Shrubland","Carnivore","Invertivore",12.6,NA,NA,0,0,NA,NA,NA,NA
"Campylorhynchus_griseus__","Troglodytidae","Passeriformes",83.8,42.4,"Shrubland","Carnivore","Invertivore",12.6,0,0,0,0,NA,NA,NA,NA
"Campylorhynchus_gularis","Troglodytidae","Passeriformes",73.6,30.1,"Shrubland","Carnivore","Invertivore",14.6,NA,NA,0,0,NA,NA,NA,NA
"Campylorhynchus_gularis__","Troglodytidae","Passeriformes",73.6,30.1,"Shrubland","Carnivore","Invertivore",14.6,0,0,0,0,NA,NA,NA,NA
"Campylorhynchus_humilis","Troglodytidae","Passeriformes",74,31,"Shrubland","Carnivore","Invertivore",11.1,NA,NA,0,0,NA,NA,NA,NA
"Campylorhynchus_humilis__","Troglodytidae","Passeriformes",74,31,"Shrubland","Carnivore","Invertivore",11.1,0,0,0,0,NA,NA,NA,NA
"Campylorhynchus_jocosus","Troglodytidae","Passeriformes",72,27.6,"Shrubland","Omnivore","Invertivore",13.6,NA,NA,0,0,NA,NA,NA,NA
"Campylorhynchus_jocosus__","Troglodytidae","Passeriformes",72,27.6,"Shrubland","Omnivore","Invertivore",13.6,0,0,0,0,NA,NA,NA,NA
"Campylorhynchus_megalopterus","Troglodytidae","Passeriformes",91.1,33.1,"Forest","Carnivore","Invertivore",16.2,NA,NA,0,0,NA,NA,NA,NA
"Campylorhynchus_megalopterus__","Troglodytidae","Passeriformes",91.1,33.1,"Forest","Carnivore","Invertivore",16.2,0,0,0,0,NA,NA,NA,NA
"Campylorhynchus_nuchalis","Troglodytidae","Passeriformes",72.1,23.2,"Woodland","Carnivore","Invertivore",14.4,NA,NA,0,0,NA,NA,NA,NA
"Campylorhynchus_nuchalis__","Troglodytidae","Passeriformes",72.1,23.2,"Woodland","Carnivore","Invertivore",14.4,1,1,1,1,"1",NA,NA,NA
"Campylorhynchus_rufinucha","Troglodytidae","Passeriformes",68,31,"Shrubland","Carnivore","Invertivore",12.1,NA,NA,0,0,NA,NA,NA,NA
"Campylorhynchus_rufinucha__","Troglodytidae","Passeriformes",68,31,"Shrubland","Carnivore","Invertivore",12.1,0,0,0,0,NA,NA,NA,NA
"Campylorhynchus_turdinus","Troglodytidae","Passeriformes",85.4,32.6,"Forest","Carnivore","Invertivore",12.9,NA,NA,0,0,NA,NA,NA,NA
"Campylorhynchus_turdinus__","Troglodytidae","Passeriformes",85.4,32.6,"Forest","Carnivore","Invertivore",12.9,0,0,0,0,NA,NA,NA,NA
"Campylorhynchus_yucatanicus","Troglodytidae","Passeriformes",76.5,35.5,"Shrubland","Carnivore","Invertivore",12.9,NA,NA,0,0,NA,NA,NA,NA
"Campylorhynchus_yucatanicus__","Troglodytidae","Passeriformes",76.5,35.5,"Shrubland","Carnivore","Invertivore",12.9,0,0,0,0,NA,NA,NA,NA
"Campylorhynchus_zonatus","Troglodytidae","Passeriformes",78.4,34.6,"Forest","Carnivore","Invertivore",12.6,NA,NA,0,0,NA,NA,NA,NA
"Campylorhynchus_zonatus__","Troglodytidae","Passeriformes",78.4,34.6,"Forest","Carnivore","Invertivore",12.6,1,0,1,0,"0",NA,NA,NA
"Cantorchilus_griseus","Troglodytidae","Passeriformes",51.2,19.1,"Forest","Carnivore","Invertivore",9.6,NA,NA,0,0,NA,NA,NA,NA
"Cantorchilus_griseus__","Troglodytidae","Passeriformes",51.2,19.1,"Forest","Carnivore","Invertivore",9.6,0,0,0,0,NA,NA,NA,NA
"Cantorchilus_guarayanus","Troglodytidae","Passeriformes",53.3,13.5,"Shrubland","Carnivore","Invertivore",11.5,NA,NA,0,0,NA,NA,NA,NA
"Cantorchilus_guarayanus__","Troglodytidae","Passeriformes",53.3,13.5,"Shrubland","Carnivore","Invertivore",11.5,0,0,0,0,NA,NA,NA,NA
"Cantorchilus_leucopogon","Troglodytidae","Passeriformes",54.9,19.1,"Forest","Carnivore","Invertivore",11.5,NA,NA,0,0,NA,NA,NA,NA
"Cantorchilus_leucopogon__","Troglodytidae","Passeriformes",54.9,19.1,"Forest","Carnivore","Invertivore",11.5,0,0,0,0,NA,NA,NA,NA
"Cantorchilus_leucotis","Troglodytidae","Passeriformes",62.1,19.4,"Forest","Carnivore","Invertivore",12.2,NA,NA,0,0,NA,NA,NA,NA
"Cantorchilus_leucotis__","Troglodytidae","Passeriformes",62.1,19.4,"Forest","Carnivore","Invertivore",12.2,1,1,1,1,"1",NA,NA,NA
"Cantorchilus_longirostris","Troglodytidae","Passeriformes",63.6,21.3,"Forest","Carnivore","Invertivore",10.6,NA,NA,0,0,NA,NA,NA,NA
"Cantorchilus_longirostris__","Troglodytidae","Passeriformes",63.6,21.3,"Forest","Carnivore","Invertivore",10.6,0,0,0,0,NA,NA,NA,NA
"Cantorchilus_modestus","Troglodytidae","Passeriformes",57.4,17.6,"Woodland","Carnivore","Invertivore",8.8,NA,NA,0,0,NA,NA,NA,NA
"Cantorchilus_modestus__","Troglodytidae","Passeriformes",57.4,17.6,"Woodland","Carnivore","Invertivore",8.8,0,0,0,0,NA,NA,NA,NA
"Cantorchilus_nigricapillus","Troglodytidae","Passeriformes",65.8,23.9,"Forest","Carnivore","Invertivore",9.8,NA,NA,0,0,NA,NA,NA,NA
"Cantorchilus_nigricapillus__","Troglodytidae","Passeriformes",65.8,23.9,"Forest","Carnivore","Invertivore",9.8,0,0,0,0,NA,NA,NA,NA
"Cantorchilus_semibadius","Troglodytidae","Passeriformes",62.5,17,"Forest","Carnivore","Invertivore",8.7,NA,NA,0,0,NA,NA,NA,NA
"Cantorchilus_semibadius__","Troglodytidae","Passeriformes",62.5,17,"Forest","Carnivore","Invertivore",8.7,0,0,0,0,NA,NA,NA,NA
"Cantorchilus_superciliaris","Troglodytidae","Passeriformes",66.3,22.8,"Shrubland","Carnivore","Invertivore",12.2,NA,NA,0,0,NA,NA,NA,NA
"Cantorchilus_superciliaris__","Troglodytidae","Passeriformes",66.3,22.8,"Shrubland","Carnivore","Invertivore",12.2,0,0,0,0,NA,NA,NA,NA
"Cantorchilus_thoracicus","Troglodytidae","Passeriformes",58.1,17.6,"Shrubland","Carnivore","Invertivore",10.6,NA,NA,0,0,NA,NA,NA,NA
"Cantorchilus_thoracicus__","Troglodytidae","Passeriformes",58.1,17.6,"Shrubland","Carnivore","Invertivore",10.6,0,0,0,0,NA,NA,NA,NA
"Cantorchilus_zeledoni","Troglodytidae","Passeriformes",57.4,23.5,"Woodland","Carnivore","Invertivore",8.8,NA,NA,0,0,NA,NA,NA,NA
"Cantorchilus_zeledoni__","Troglodytidae","Passeriformes",57.4,23.5,"Woodland","Carnivore","Invertivore",8.8,0,0,0,0,NA,NA,NA,NA
"Capsiempis_flaveola","Tyrannidae","Passeriformes",49,7.7,"Forest","Carnivore","Invertivore",12.9,NA,NA,0,0,NA,NA,NA,NA
"Cardellina_canadensis","Parulidae","Passeriformes",62.5,10,"Forest","Carnivore","Invertivore",25.9,0,1,0,1,"0",NA,NA,NA
"Cardellina_pusilla","Parulidae","Passeriformes",56.3,7,"Forest","Carnivore","Invertivore",20.7,0,1,0,1,"0",NA,NA,NA
"Cardellina_rubra","Parulidae","Passeriformes",61.2,8.1,"Forest","Carnivore","Invertivore",16.7,NA,NA,0,0,NA,NA,NA,NA
"Cardellina_rubrifrons","Parulidae","Passeriformes",67.5,8.1,"Forest","Carnivore","Invertivore",21.3,NA,NA,0,0,NA,NA,0.44548,NA
"Cardellina_versicolor","Parulidae","Passeriformes",60.7,10,"Forest","Carnivore","Invertivore",16.7,NA,NA,0,0,NA,NA,NA,NA
"Carduelis_caniceps","Fringillidae","Passeriformes",77.4,16,"Woodland","Herbivore","Granivore",33.4,NA,NA,0,0,NA,NA,NA,NA
"Carduelis_carduelis","Fringillidae","Passeriformes",77.4,16,"Woodland","Herbivore","Granivore",33.4,1,1,1,1,"1",597.297,0.6734,0.66
"Carduelis_citrinella","Fringillidae","Passeriformes",77.4,12,"Forest","Herbivore","Granivore",30.3,0,0,0,0,NA,NA,NA,NA
"Carduelis_corsicana","Fringillidae","Passeriformes",72.1,12,"Shrubland","Herbivore","Granivore",29.4,NA,NA,0,0,NA,NA,NA,NA
"Caridonax_fulgidus","Alcedinidae","Coraciiformes",132.5,171.8,"Forest","Carnivore","Invertivore",22.6,0,0,0,0,NA,NA,NA,NA
"Carpodacus_dubius","Fringillidae","Passeriformes",84.4,31,"Shrubland","Herbivore","Omnivore",18.6,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_edwardsii","Fringillidae","Passeriformes",78.1,26.5,"Forest","Herbivore","Granivore",20.4,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_erythrinus","Fringillidae","Passeriformes",80.2,24,"Shrubland","Herbivore","Granivore",30.8,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_formosanus","Fringillidae","Passeriformes",69,22.1,"Forest","Herbivore","Granivore",21.2,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_pulcherrimus","Fringillidae","Passeriformes",75.5,19.2,"Shrubland","Herbivore","Granivore",23.8,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_puniceus","Fringillidae","Passeriformes",107.7,46.6,"Grassland","Herbivore","Omnivore",24.8,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_rhodochlamys","Fringillidae","Passeriformes",88,33.4,"Forest","Herbivore","Omnivore",22.3,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_roborowskii","Fringillidae","Passeriformes",101.2,33.4,"Grassland","Herbivore","Granivore",27.9,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_rodochroa","Fringillidae","Passeriformes",79.9,17.8,"Forest","Herbivore","Granivore",30.4,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_rodopeplus","Fringillidae","Passeriformes",79.2,23,"Shrubland","Herbivore","Granivore",18,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_roseus","Fringillidae","Passeriformes",88,28.6,"Forest","Herbivore","Granivore",29.4,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_rubicilla","Fringillidae","Passeriformes",114.8,43.2,"Rock","Herbivore","Omnivore",31,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_rubicilloides","Fringillidae","Passeriformes",105.4,42,"Shrubland","Herbivore","Granivore",21.2,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_sibiricus","Fringillidae","Passeriformes",71.2,17.4,"Shrubland","Herbivore","Omnivore",22.5,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_sillemi","Fringillidae","Passeriformes",101.2,28.9,"Rock","Herbivore","Granivore",27.9,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_sipahi","Fringillidae","Passeriformes",100.3,39.5,"Forest","Herbivore","Omnivore",21.6,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_stoliczkae","Fringillidae","Passeriformes",83.9,20.8,"Desert","Herbivore","Omnivore",26.4,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_subhimachalus","Fringillidae","Passeriformes",89.8,46.1,"Shrubland","Herbivore","Omnivore",19.6,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_synoicus","Fringillidae","Passeriformes",83.9,20.8,"Desert","Herbivore","Omnivore",26.4,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_thura","Fringillidae","Passeriformes",82,31,"Shrubland","Herbivore","Omnivore",15.7,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_trifasciatus","Fringillidae","Passeriformes",84.7,31,"Forest","Herbivore","Granivore",19.6,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_verreauxii","Fringillidae","Passeriformes",72.4,23,"Shrubland","Herbivore","Granivore",18.4,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_vinaceus","Fringillidae","Passeriformes",69,22.1,"Forest","Herbivore","Granivore",21.2,NA,NA,0,0,NA,NA,NA,NA
"Carpodacus_waltoni","Fringillidae","Passeriformes",71,27,"Grassland","Herbivore","Granivore",18.8,NA,NA,0,0,NA,NA,NA,NA
"Carpodectes_antoniae","Cotingidae","Passeriformes",130.4,98,"Woodland","Herbivore","Frugivore",20.5,1,0.5,1,0.5,"0.5",NA,NA,NA
"Carpodectes_hopkei","Cotingidae","Passeriformes",150.3,102,"Forest","Herbivore","Frugivore",17.3,0,0,0,0,NA,NA,NA,NA
"Carpodectes_nitidus","Cotingidae","Passeriformes",133.7,101.6,"Forest","Herbivore","Frugivore",19,0,0,0,0,NA,NA,NA,NA
"Carpornis_cucullata","Cotingidae","Passeriformes",113.6,74.2,"Forest","Herbivore","Frugivore",19.8,0,0,0,0,NA,NA,NA,NA
"Carpornis_melanocephala","Cotingidae","Passeriformes",109.5,64.2,"Forest","Herbivore","Frugivore",21.1,0,0,0,0,NA,NA,NA,NA
"Carpospiza_brachydactyla","Passeridae","Passeriformes",93.6,22.3,"Rock","Herbivore","Granivore",40.6,NA,NA,0,0,NA,NA,NA,NA
"Carterornis_castus","Monarchidae","Passeriformes",66,14,NA,"Carnivore","Invertivore",18.2,NA,NA,0,0,NA,NA,NA,NA
"Carterornis_chrysomela","Monarchidae","Passeriformes",72,15.6,"Forest","Carnivore","Invertivore",15.6,NA,NA,0,0,NA,NA,NA,NA
"Carterornis_leucotis","Monarchidae","Passeriformes",69.2,11.4,"Shrubland","Carnivore","Invertivore",17,NA,NA,0,0,NA,NA,0.53872,NA
"Carterornis_pileatus","Monarchidae","Passeriformes",69.4,14,"Forest","Carnivore","Invertivore",16.2,NA,NA,0,0,NA,NA,NA,NA
"Casiornis_fuscus","Tyrannidae","Passeriformes",75.6,19.5,"Woodland","Carnivore","Invertivore",13.4,NA,NA,0,0,NA,NA,NA,NA
"Casiornis_rufus","Tyrannidae","Passeriformes",84.9,24.8,"Woodland","Carnivore","Invertivore",15.4,NA,NA,0,0,NA,NA,NA,NA
"Cassiculus_melanicterus__","Icteridae","Passeriformes",145.8,81.3,"Shrubland","Carnivore","Invertivore",24.6,NA,NA,0,0,NA,NA,NA,NA
"Castanozoster_thoracicus","Thraupidae","Passeriformes",63.8,11.9,"Forest","Carnivore","Invertivore",18,0,0,0,0,NA,NA,NA,NA
"Castanozoster_thoracicus","Thraupidae","Passeriformes",63.8,11.9,"Forest","Carnivore","Invertivore",18,NA,NA,0,0,NA,NA,NA,NA
"Catamblyrhynchus_diadema","Thraupidae","Passeriformes",65,14.1,"Forest","Carnivore","Invertivore",12.4,0,0,0,0,NA,NA,NA,NA
"Catamblyrhynchus_diadema","Thraupidae","Passeriformes",65,14.1,"Forest","Carnivore","Invertivore",12.4,NA,NA,0,0,NA,NA,NA,NA
"Catamenia_analis","Thraupidae","Passeriformes",65.5,12,"Shrubland","Herbivore","Granivore",15.5,0,0,0,0,NA,NA,NA,NA
"Catamenia_analis","Thraupidae","Passeriformes",65.5,12,"Shrubland","Herbivore","Granivore",15.5,NA,NA,0,0,NA,NA,NA,NA
"Catamenia_homochroa","Thraupidae","Passeriformes",64.2,12.2,"Shrubland","Herbivore","Granivore",15.8,0,0,0,0,NA,NA,NA,NA
"Catamenia_homochroa","Thraupidae","Passeriformes",64.2,12.2,"Shrubland","Herbivore","Granivore",15.8,NA,NA,0,0,NA,NA,NA,NA
"Catamenia_inornata","Thraupidae","Passeriformes",70.7,13.4,"Shrubland","Herbivore","Granivore",17,0,0,0,0,NA,NA,NA,NA
"Catamenia_inornata","Thraupidae","Passeriformes",70.7,13.4,"Shrubland","Herbivore","Granivore",17,NA,NA,0,0,NA,NA,NA,NA
"Cataponera_turdoides","Turdidae","Passeriformes",110.2,89.7,"Forest","Omnivore","Invertivore",15,0,0,0,0,NA,NA,NA,NA
"Catharopeza_bishopi","Parulidae","Passeriformes",66.6,15.1,"Forest","Carnivore","Invertivore",20.9,0,0,0,0,NA,NA,NA,NA
"Cathartes_aura","Cathartidae","Cathartiformes",508.5,1518.2,"","Scavenger","Scavenger",26.9,1,0,1,0,"0",9211.97,10.33928,10.18
"Cathartes_burrovianus","Cathartidae","Cathartiformes",485.8,935,"","Scavenger","Scavenger",27.5,0,1,0,1,"0",NA,NA,NA
"Cathartes_melambrotus","Cathartidae","Cathartiformes",503,1373,"","Scavenger","Scavenger",16.5,0,1,0,1,"0",NA,NA,NA
"Catharus_aurantiirostris","Turdidae","Passeriformes",76.8,29.8,"Forest","Omnivore","Invertivore",16.4,0,0,0,0,NA,NA,NA,NA
"Catharus_bicknelli","Turdidae","Passeriformes",91.2,27.8,"Forest","Carnivore","Invertivore",28.6,0,1,0,1,"0",NA,NA,NA
"Catharus_dryas","Turdidae","Passeriformes",90,37.7,"Forest","Omnivore","Invertivore",20.8,0,0,0,0,NA,NA,NA,NA
"Catharus_frantzii","Turdidae","Passeriformes",86.3,28.9,"Forest","Omnivore","Invertivore",17.8,0,0,0,0,NA,NA,NA,NA
"Catharus_fuscater","Turdidae","Passeriformes",88.4,33.7,"Forest","Omnivore","Invertivore",16.9,0,0,0,0,NA,NA,NA,NA
"Catharus_fuscescens","Turdidae","Passeriformes",97,31.9,"Forest","Carnivore","Invertivore",28.5,0,0,0,0,NA,NA,0.95312,NA
"Catharus_gracilirostris","Turdidae","Passeriformes",75.9,21,"Forest","Omnivore","Invertivore",16,0,0,0,0,NA,NA,NA,NA
"Catharus_guttatus","Turdidae","Passeriformes",89,30.1,"Forest","Omnivore","Invertivore",26.9,0,1,0,1,"0",NA,NA,NA
"Catharus_maculatus","Turdidae","Passeriformes",91.3,37.7,"Forest","Omnivore","Invertivore",20.8,0,0,0,0,NA,NA,NA,NA
"Catharus_mexicanus","Turdidae","Passeriformes",89,33,"Forest","Omnivore","Invertivore",21.1,0,0,0,0,NA,NA,NA,NA
"Catharus_minimus","Turdidae","Passeriformes",100.8,31.6,"Forest","Carnivore","Invertivore",30.8,0,1,0,1,"0",NA,NA,NA
"Catharus_occidentalis","Turdidae","Passeriformes",88.6,26.2,"Forest","Omnivore","Invertivore",21.6,0,0,0,0,NA,NA,NA,NA
"Catharus_swainsoni","Turdidae","Passeriformes",96.6,30.3,"Forest","Omnivore","Invertivore",32.1,0,0,0,0,NA,NA,NA,NA
"Catharus_ustulatus","Turdidae","Passeriformes",96.8,30.3,"Forest","Omnivore","Invertivore",30.6,0,0,0,0,NA,NA,NA,NA
"Catherpes_mexicanus","Troglodytidae","Passeriformes",64.3,12,"Rock","Carnivore","Invertivore",13.2,NA,NA,0,0,NA,NA,NA,NA
"Catherpes_mexicanus__","Troglodytidae","Passeriformes",64.3,12,"Rock","Carnivore","Invertivore",13.2,0,0,0,0,NA,NA,NA,NA
"Cecropis_abyssinica","Hirundinidae","Passeriformes",108.1,13.5,"Grassland","Carnivore","Invertivore",48.8,NA,NA,0,0,NA,NA,NA,NA
"Cecropis_cucullata","Hirundinidae","Passeriformes",121.6,27.1,"Grassland","Carnivore","Invertivore",50.6,NA,NA,0,0,NA,NA,NA,NA
"Cecropis_daurica","Hirundinidae","Passeriformes",122.2,22.2,"Grassland","Carnivore","Invertivore",53.2,0,0,0,0,NA,NA,NA,NA
