"Species","Family","Order","Wing_length","Mass","Habitat","Trophic_level","Trophic_niche","HWI","Raw_CRB","Raw_certainty","CRB","Certainty","CRB_Final","brain_volume_mm3","brain.mass.g","brain_mass_calculated"
"Myzomela_erythrocephala","Meliphagidae","Passeriformes",58.1,7.8,"Woodland","Herbivore","Nectarivore",17.9,0,0,0,0,NA,NA,NA,NA
"Myzomela_erythromelas","Meliphagidae","Passeriformes",51.2,8,"Forest","Herbivore","Nectarivore",21.3,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_irianawidodoae","Meliphagidae","Passeriformes",56.7,32.2,NA,"Omnivore","Nectarivore",22,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_jugularis","Meliphagidae","Passeriformes",56.9,8.7,"Forest","Herbivore","Nectarivore",21.6,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_kuehni","Meliphagidae","Passeriformes",57.5,10.8,"Shrubland","Omnivore","Nectarivore",20.7,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_lafargei","Meliphagidae","Passeriformes",62,12.8,"Forest","Omnivore","Nectarivore",14.3,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_longirostris","Meliphagidae","Passeriformes",61.9,10.3,"Shrubland","Herbivore","Nectarivore",19.3,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_malaitae","Meliphagidae","Passeriformes",64.8,13.8,"Forest","Herbivore","Nectarivore",13.8,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_melanocephala","Meliphagidae","Passeriformes",60.4,12,"Forest","Herbivore","Nectarivore",16,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_nigrita","Meliphagidae","Passeriformes",56.6,9.3,"Forest","Omnivore","Omnivore",15.4,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_obscura","Meliphagidae","Passeriformes",67.8,11.9,"Forest","Herbivore","Nectarivore",17.2,NA,NA,0,0,NA,NA,0.52836,NA
"Myzomela_pammelaena","Meliphagidae","Passeriformes",63,15.8,"Forest","Omnivore","Omnivore",19,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_prawiradilagae","Meliphagidae","Passeriformes",62.1,9.3,NA,"Omnivore","Nectarivore",25.9,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_pulchella","Meliphagidae","Passeriformes",67,10,"Forest","Omnivore","Nectarivore",17.2,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_rosenbergii","Meliphagidae","Passeriformes",61.9,10.3,"Shrubland","Herbivore","Nectarivore",19.3,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_rubratra","Meliphagidae","Passeriformes",74.6,14,"Forest","Omnivore","Nectarivore",17.3,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_rubrobrunnea","Meliphagidae","Passeriformes",67.8,11.9,"Forest","Herbivore","Nectarivore",17.2,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_rubrotincta","Meliphagidae","Passeriformes",67.8,11.9,"Forest","Herbivore","Nectarivore",17.2,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_sanguinolenta","Meliphagidae","Passeriformes",57.8,8.3,"Forest","Herbivore","Nectarivore",22.2,0,1,0,1,"0",NA,0.35224,NA
"Myzomela_sclateri","Meliphagidae","Passeriformes",61,10.5,"Forest","Herbivore","Omnivore",18.3,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_simplex","Meliphagidae","Passeriformes",67.8,11.9,"Forest","Herbivore","Nectarivore",17.2,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_tristrami","Meliphagidae","Passeriformes",64,13.3,"Forest","Herbivore","Nectarivore",17.4,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_vulnerata","Meliphagidae","Passeriformes",55.8,6.9,"Forest","Herbivore","Nectarivore",15.4,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_wahe","Meliphagidae","Passeriformes",57,8,NA,"Omnivore","Nectarivore",18.7,NA,NA,0,0,NA,NA,NA,NA
"Myzomela_wakoloensis","Meliphagidae","Passeriformes",52.5,7.9,"Forest","Herbivore","Nectarivore",16.6,NA,NA,0,0,NA,NA,NA,NA
"Myzornis_pyrrhoura","Sylviidae","Passeriformes",58,11.9,"Shrubland","Omnivore","Invertivore",17.1,NA,NA,0,0,NA,NA,NA,NA
"Myzornis_pyrrhoura__","Sylviidae","Passeriformes",58,11.9,"Shrubland","Omnivore","Invertivore",17.1,NA,NA,0,0,NA,NA,NA,NA
"Nannopsittaca_dachilleae","Psittacidae","Psittaciformes",82,41.5,"Forest","Herbivore","Omnivore",34.4,0,0,0,0,NA,NA,NA,NA
"Nannopsittaca_panychlora","Psittacidae","Psittaciformes",92.2,44.1,"Forest","Herbivore","Frugivore",47.4,1,0,1,0,"0",NA,NA,NA
"Napothera_epilepidota","Pellorneidae","Passeriformes",55.1,16,"Forest","Carnivore","Invertivore",9.9,NA,NA,0,0,NA,NA,NA,NA
"Nasica_longirostris","Furnariidae","Passeriformes",136.3,92,"Forest","Carnivore","Invertivore",18.8,NA,NA,0,0,NA,NA,NA,NA
"Necrosyrtes_monachus","Accipitridae","Accipitriformes",471.4,2043,"","Scavenger","Scavenger",38.7,1,1,1,1,"1",NA,NA,NA
"Nectarinia_bocagii__","Nectariniidae","Passeriformes",69,14.8,"Woodland","Herbivore","Nectarivore",16.9,NA,NA,0,0,NA,NA,NA,NA
"Nectarinia_famosa__","Nectariniidae","Passeriformes",68.8,14.4,"Shrubland","Omnivore","Omnivore",20.7,NA,NA,0,0,NA,NA,NA,NA
"Nectarinia_johnstoni__","Nectariniidae","Passeriformes",76.9,15.2,"Grassland","Omnivore","Nectarivore",18.8,NA,NA,0,0,NA,NA,NA,NA
"Nectarinia_kilimensis__","Nectariniidae","Passeriformes",70.8,15.7,"Woodland","Omnivore","Nectarivore",17.8,NA,NA,0,0,NA,NA,NA,NA
"Nectarinia_purpureiventris__","Nectariniidae","Passeriformes",61.8,11.5,"Forest","Omnivore","Nectarivore",20.3,NA,NA,0,0,NA,NA,NA,NA
"Nectarinia_tacazze__","Nectariniidae","Passeriformes",76.1,14.9,"Forest","Herbivore","Nectarivore",16,NA,NA,0,0,NA,NA,NA,NA
"Nemosia_pileata","Thraupidae","Passeriformes",68.4,16,"Forest","Carnivore","Invertivore",20.2,0,0,0,0,NA,NA,NA,NA
"Nemosia_pileata","Thraupidae","Passeriformes",68.4,16,"Forest","Carnivore","Invertivore",20.2,NA,NA,0,0,NA,NA,NA,NA
"Nemosia_rourei","Thraupidae","Passeriformes",84.5,22,NA,"Carnivore","Invertivore",21.3,0,0,0,0,NA,NA,NA,NA
"Nemosia_rourei","Thraupidae","Passeriformes",84.5,22,NA,"Carnivore","Invertivore",21.3,NA,NA,0,0,NA,NA,NA,NA
"Neochmia_evangelinae","Estrildidae","Passeriformes",50.3,10,"Shrubland","Herbivore","Granivore",13.7,NA,NA,0,0,NA,NA,NA,NA
"Neochmia_modesta","Estrildidae","Passeriformes",55.9,12.7,"Shrubland","Herbivore","Granivore",24.6,NA,NA,0,0,NA,NA,NA,NA
"Neochmia_phaeton","Estrildidae","Passeriformes",50.3,10,"Shrubland","Herbivore","Granivore",13.7,0,0,0,0,NA,NA,0.518,NA
"Neochmia_temporalis","Estrildidae","Passeriformes",52,11.4,"Woodland","Herbivore","Granivore",21.1,0,0,0,0,NA,490.347,0.53872,0.54
"Neocichla_gutturalis","Sturnidae","Passeriformes",107.8,66.7,"Woodland","Omnivore","Invertivore",23.3,NA,NA,0,0,NA,NA,NA,NA
"Neocossyphus_poensis","Turdidae","Passeriformes",101.6,51.8,"Forest","Carnivore","Invertivore",18.5,0,0,0,0,NA,NA,NA,NA
"Neocossyphus_rufus","Turdidae","Passeriformes",106,65.9,"Forest","Carnivore","Invertivore",23.1,0,0,0,0,NA,NA,NA,NA
"Neoctantes_niger","Thamnophilidae","Passeriformes",74.2,32,"Forest","Carnivore","Invertivore",10.7,NA,NA,0,0,NA,NA,NA,NA
"Neoctantes_niger","Thamnophilidae","Passeriformes",74.2,32,"Forest","Carnivore","Invertivore",10.7,NA,NA,0,0,NA,NA,NA,NA
"Neolalage_banksiana","Monarchidae","Passeriformes",75.5,16.8,"Forest","Carnivore","Invertivore",16.5,NA,NA,0,0,NA,NA,NA,NA
"Neolestes_torquatus","Pycnonotidae","Passeriformes",69.2,22.5,"Shrubland","Carnivore","Invertivore",13.4,NA,NA,0,0,NA,NA,NA,NA
"Neopelma_aurifrons","Pipridae","Passeriformes",71,14,"Forest","Herbivore","Frugivore",21.3,NA,NA,0,0,NA,NA,NA,NA
"Neopelma_chrysocephalum","Pipridae","Passeriformes",65.2,15.5,"Shrubland","Omnivore","Frugivore",20.4,NA,NA,0,0,NA,NA,NA,NA
"Neopelma_chrysolophum","Pipridae","Passeriformes",66.2,14.2,"Forest","Omnivore","Frugivore",17.4,NA,NA,0,0,NA,NA,NA,NA
"Neopelma_pallescens","Pipridae","Passeriformes",72.2,18.2,"Forest","Carnivore","Invertivore",17.7,NA,NA,0,0,NA,NA,NA,NA
"Neopelma_sulphureiventer","Pipridae","Passeriformes",71.8,15.7,"Forest","Carnivore","Invertivore",16.1,NA,NA,0,0,NA,NA,NA,NA
"Neophedina_cincta","Hirundinidae","Passeriformes",131,23.4,"Grassland","Carnivore","Invertivore",48.9,NA,NA,0,0,NA,NA,NA,NA
"Neophema_chrysogaster","Psittacidae","Psittaciformes",107,45.9,"Forest","Herbivore","Granivore",43.9,1,1,1,1,"1",NA,NA,NA
"Neophema_chrysostoma","Psittacidae","Psittaciformes",104.8,46.1,"Woodland","Herbivore","Granivore",42.6,0,1,0,1,"0",NA,1.761854846,NA
"Neophema_elegans","Psittacidae","Psittaciformes",108.4,43.4,"Woodland","Herbivore","Granivore",43.8,0,1,0,1,"0",NA,1.32608,NA
"Neophema_petrophila","Psittacidae","Psittaciformes",111.2,53.2,"Woodland","Herbivore","Granivore",45.1,0,1,0,1,"0",NA,1.7612,NA
"Neophema_pulchella","Psittacidae","Psittaciformes",108.6,41.4,"Forest","Herbivore","Omnivore",46.5,1,1,1,1,"1",NA,1.33644,NA
"Neophema_splendida","Psittacidae","Psittaciformes",118,38.6,"Shrubland","Herbivore","Granivore",44.8,1,1,1,1,"1",NA,1.32608,NA
"Neophron_percnopterus","Accipitridae","Accipitriformes",490.8,2082,"","Omnivore","Scavenger",48,1,1,1,1,"1",NA,NA,NA
"Neopipo_cinnamomea","Tyrannidae","Passeriformes",50.4,7.7,"Forest","Carnivore","Invertivore",20.7,NA,NA,0,0,NA,NA,NA,NA
"Neopsephotus_bourkii","Psittacidae","Psittaciformes",118.2,44.4,"Shrubland","Herbivore","Granivore",47.8,1,1,1,1,"1",1207.46,1.295,1.33
"Neopsittacus_musschenbroekii","Psittacidae","Psittaciformes",104.8,50.9,"Forest","Herbivore","Frugivore",44.9,0,1,0,1,"0",NA,NA,NA
"Neopsittacus_pullicauda","Psittacidae","Psittaciformes",104.5,33.2,"Forest","Herbivore","Omnivore",42.9,0,0,0,0,NA,NA,NA,NA
"Neosuthora_davidiana","Sylviidae","Passeriformes",49.3,8.5,"Forest","Omnivore","Omnivore",14.8,NA,NA,0,0,NA,NA,NA,NA
"Neosuthora_davidiana__","Sylviidae","Passeriformes",49.3,8.5,"Forest","Omnivore","Omnivore",14.8,NA,NA,0,0,NA,NA,NA,NA
"Neothraupis_fasciata","Thraupidae","Passeriformes",71.5,26.8,"Woodland","Omnivore","Invertivore",16.2,0,0,0,0,NA,NA,NA,NA
"Neothraupis_fasciata","Thraupidae","Passeriformes",71.5,26.8,"Woodland","Omnivore","Invertivore",16.2,NA,NA,0,0,NA,NA,NA,NA
"Neoxolmis_rufiventris","Tyrannidae","Passeriformes",151.8,77,"Grassland","Carnivore","Invertivore",41.1,NA,NA,0,0,NA,NA,NA,NA
"Nephelomyias_lintoni","Tyrannidae","Passeriformes",59,9.8,"Forest","Carnivore","Invertivore",16.5,NA,NA,0,0,NA,NA,NA,NA
"Nephelomyias_ochraceiventris","Tyrannidae","Passeriformes",65.8,10.5,"Forest","Carnivore","Invertivore",16.2,NA,NA,0,0,NA,NA,NA,NA
"Nephelomyias_pulcher","Tyrannidae","Passeriformes",54.1,9.5,"Forest","Carnivore","Invertivore",15.6,NA,NA,0,0,NA,NA,NA,NA
"Nephelornis_oneilli","Thraupidae","Passeriformes",68,16.1,"Forest","Carnivore","Invertivore",14.6,0,0,0,0,NA,NA,NA,NA
"Nephelornis_oneilli","Thraupidae","Passeriformes",68,16.1,"Forest","Carnivore","Invertivore",14.6,NA,NA,0,0,NA,NA,NA,NA
"Nesasio_solomonensis","Strigidae","Strigiformes",263.4,1155,"Forest","Carnivore","Vertivore",23,NA,NA,0,0,NA,NA,NA,NA
"Nesocharis_ansorgei","Estrildidae","Passeriformes",48,8.4,"Forest","Herbivore","Granivore",18.8,NA,NA,0,0,NA,NA,NA,NA
"Nesocharis_capistrata","Estrildidae","Passeriformes",55.2,11.6,"Woodland","Herbivore","Granivore",11.8,NA,NA,0,0,NA,NA,NA,NA
"Nesocharis_shelleyi","Estrildidae","Passeriformes",43.2,7.6,"Forest","Omnivore","Omnivore",14.9,NA,NA,0,0,NA,NA,NA,NA
"Nesoctites_micromegas","Picidae","Piciformes",74,32.2,"Woodland","Carnivore","Invertivore",14.2,NA,NA,0,0,NA,NA,NA,NA
"Nesopsar_nigerrimus__","Icteridae","Passeriformes",99.5,39,"Forest","Carnivore","Invertivore",16.7,NA,NA,0,0,NA,NA,NA,NA
"Nesoptilotis_flavicollis","Meliphagidae","Passeriformes",99.6,28.7,"Forest","Omnivore","Omnivore",22,NA,NA,0,0,NA,NA,NA,NA
"Nesoptilotis_leucotis","Meliphagidae","Passeriformes",88.8,23.9,"Shrubland","Omnivore","Invertivore",17.3,1,0,1,0,"0",NA,NA,NA
"Nesospiza_acunhae","Thraupidae","Passeriformes",83,28.5,"Shrubland","Herbivore","Omnivore",20,0,0,0,0,NA,NA,NA,NA
"Nesospiza_acunhae","Thraupidae","Passeriformes",83,28.5,"Shrubland","Herbivore","Omnivore",20,NA,NA,0,0,NA,NA,NA,NA
"Nesospiza_questi","Thraupidae","Passeriformes",79,28.5,"Shrubland","Herbivore","Omnivore",20.4,0,0,0,0,NA,NA,NA,NA
"Nesospiza_questi","Thraupidae","Passeriformes",79,28.5,"Shrubland","Herbivore","Omnivore",20.4,NA,NA,0,0,NA,NA,NA,NA
"Nesospiza_wilkinsi","Thraupidae","Passeriformes",93.7,43.2,"Shrubland","Herbivore","Omnivore",19.6,0,0,0,0,NA,NA,NA,NA
"Nesospiza_wilkinsi","Thraupidae","Passeriformes",93.7,43.2,"Shrubland","Herbivore","Omnivore",19.6,NA,NA,0,0,NA,NA,NA,NA
"Nesotriccus_ridgwayi","Tyrannidae","Passeriformes",60.5,11,"Forest","Carnivore","Invertivore",16.7,NA,NA,0,0,NA,NA,NA,NA
"Nestor_meridionalis","Strigopidae","Psittaciformes",284.3,428,"Forest","Herbivore","Omnivore",35.5,NA,NA,0,0,NA,NA,NA,NA
"Nestor_notabilis","Strigopidae","Psittaciformes",308.5,863,"Grassland","Herbivore","Omnivore",34.5,0,0,0,0,NA,NA,14.9184,NA
"Newtonia_amphichroa","Vangidae","Passeriformes",55.8,12.3,"Forest","Carnivore","Invertivore",7.8,0,0,0,0,NA,NA,NA,NA
"Newtonia_archboldi","Vangidae","Passeriformes",45,7.8,"Shrubland","Carnivore","Invertivore",11.8,0,0,0,0,NA,NA,NA,NA
"Newtonia_brunneicauda","Vangidae","Passeriformes",54.3,10.1,"Forest","Carnivore","Invertivore",8.4,0,0,0,0,NA,NA,NA,NA
"Newtonia_fanovanae","Vangidae","Passeriformes",56.5,12.7,"Forest","Carnivore","Invertivore",10.6,0,0,0,0,NA,NA,NA,NA
"Nicopsitta_calthrapae","Psittacidae","Psittaciformes",136,116.1,"Forest","Herbivore","Frugivore",44.6,0,0,0,0,NA,NA,NA,NA
"Nicopsitta_columboides","Psittacidae","Psittaciformes",139,87,"Forest","Herbivore","Omnivore",46.6,0,0,0,0,NA,NA,NA,NA
"Nigrita_bicolor","Estrildidae","Passeriformes",57.1,10.5,"Forest","Omnivore","Omnivore",16.8,NA,NA,0,0,NA,NA,NA,NA
"Nigrita_canicapillus","Estrildidae","Passeriformes",68.2,18.7,"Forest","Omnivore","Invertivore",20.5,NA,NA,0,0,NA,NA,NA,NA
"Nigrita_fusconotus","Estrildidae","Passeriformes",52.6,9.1,"Forest","Omnivore","Invertivore",20.5,NA,NA,0,0,NA,NA,NA,NA
"Nigrita_luteifrons","Estrildidae","Passeriformes",58.1,13.2,"Forest","Omnivore","Invertivore",19,NA,NA,0,0,NA,NA,NA,NA
"Nilaus_afer","Malaconotidae","Passeriformes",77.5,19.1,"Woodland","Carnivore","Invertivore",22.8,NA,NA,0,0,NA,NA,NA,NA
"Niltava_davidi__","Muscicapidae","Passeriformes",90.8,24.2,"Forest","Omnivore","Omnivore",21.9,NA,NA,0,0,NA,NA,NA,NA
"Niltava_grandis__","Muscicapidae","Passeriformes",97.3,30.3,"Forest","Carnivore","Invertivore",19.6,NA,NA,0,0,NA,NA,NA,NA
"Niltava_macgrigoriae__","Muscicapidae","Passeriformes",63.2,12,"Forest","Carnivore","Invertivore",16.4,NA,NA,0,0,NA,NA,NA,NA
"Niltava_oatesi__","Muscicapidae","Passeriformes",85.9,33,"Forest","Carnivore","Invertivore",26.5,NA,NA,0,0,NA,NA,NA,NA
"Niltava_sumatrana__","Muscicapidae","Passeriformes",85.4,20.5,"Forest","Omnivore","Omnivore",26.1,NA,NA,0,0,NA,NA,NA,NA
"Niltava_sundara__","Muscicapidae","Passeriformes",82,21.1,"Forest","Carnivore","Invertivore",18.1,NA,NA,0,0,NA,NA,NA,NA
"Niltava_vivida__","Muscicapidae","Passeriformes",85.9,33,"Forest","Carnivore","Invertivore",26.5,NA,NA,0,0,NA,NA,NA,NA
"Ninox_affinis","Strigidae","Strigiformes",190.8,146,"Forest","Carnivore","Invertivore",34.7,NA,NA,0,0,NA,NA,NA,NA
"Ninox_boobook","Strigidae","Strigiformes",226.5,282.2,"Forest","Carnivore","Invertivore",31.2,0,0,0,0,NA,6338.8,5.802954265,7
"Ninox_burhani","Strigidae","Strigiformes",188.5,99,"Forest","Carnivore","Invertivore",22.9,NA,NA,0,0,NA,NA,NA,NA
"Ninox_connivens","Strigidae","Strigiformes",298.6,578,"Forest","Carnivore","Vertivore",35,0,0,0,0,NA,NA,6.6304,NA
"Ninox_forbesi","Strigidae","Strigiformes",193.6,210,"Forest","Carnivore","Invertivore",29.4,NA,NA,0,0,NA,NA,NA,NA
"Ninox_granti","Strigidae","Strigiformes",174.9,200.8,"Forest","Carnivore","Invertivore",27.4,NA,NA,0,0,NA,NA,NA,NA
"Ninox_hantu","Strigidae","Strigiformes",193.1,210,"Forest","Carnivore","Invertivore",31.1,NA,NA,0,0,NA,NA,NA,NA
"Ninox_hypogramma","Strigidae","Strigiformes",220,210,"Forest","Carnivore","Invertivore",32.2,NA,NA,0,0,NA,NA,NA,NA
"Ninox_ios","Strigidae","Strigiformes",188.5,86,"Forest","Carnivore","Invertivore",22.9,0,0,0,0,NA,NA,NA,NA
"Ninox_jacquinoti","Strigidae","Strigiformes",188,200.8,"Forest","Carnivore","Invertivore",22.4,NA,NA,0,0,NA,NA,NA,NA
"Ninox_japonica","Strigidae","Strigiformes",214.5,225,"Forest","Carnivore","Invertivore",40.5,NA,NA,0,0,NA,NA,NA,NA
"Ninox_leucopsis","Strigidae","Strigiformes",206.6,190,"Forest","Carnivore","Invertivore",32,NA,NA,0,0,NA,NA,NA,NA
"Ninox_leventisi","Strigidae","Strigiformes",163.8,127.9,"Forest","Carnivore","Omnivore",27.2,NA,NA,0,0,NA,NA,NA,NA
"Ninox_malaitae","Strigidae","Strigiformes",157,200.8,"Forest","Carnivore","Invertivore",26.4,NA,NA,0,0,NA,NA,NA,NA
"Ninox_meeki","Strigidae","Strigiformes",236,265,"Forest","Carnivore","Invertivore",29.5,NA,NA,0,0,NA,NA,NA,NA
"Ninox_mindorensis","Strigidae","Strigiformes",159.8,113,"Forest","Carnivore","Omnivore",28.6,NA,NA,0,0,NA,NA,NA,NA
"Ninox_natalis","Strigidae","Strigiformes",189.8,184,"Forest","Carnivore","Invertivore",26.3,1,1,1,1,"1",NA,NA,NA
"Ninox_novaeseelandiae","Strigidae","Strigiformes",194.2,183.4,"Forest","Carnivore","Invertivore",33,0,0,0,0,NA,NA,5.72908,NA
"Ninox_obscura","Strigidae","Strigiformes",212.5,191,"Forest","Carnivore","Invertivore",37.1,NA,NA,0,0,NA,NA,NA,NA
"Ninox_ochracea","Strigidae","Strigiformes",188.5,99,"Forest","Carnivore","Invertivore",22.9,0,1,0,1,"0",NA,NA,NA
"Ninox_odiosa","Strigidae","Strigiformes",182,209,"Forest","Carnivore","Omnivore",23.7,NA,NA,0,0,NA,NA,NA,NA
"Ninox_philippensis","Strigidae","Strigiformes",163.8,127.9,"Forest","Carnivore","Omnivore",27.2,NA,NA,0,0,NA,NA,NA,NA
"Ninox_punctulata","Strigidae","Strigiformes",159,151,"Forest","Carnivore","Omnivore",26.1,NA,NA,0,0,NA,NA,NA,NA
"Ninox_randi","Strigidae","Strigiformes",226,202,"Forest","Carnivore","Invertivore",36.7,NA,NA,0,0,NA,NA,NA,NA
"Ninox_reyi","Strigidae","Strigiformes",184.4,127.9,"Forest","Carnivore","Omnivore",22.6,NA,NA,0,0,NA,NA,NA,NA
"Ninox_roseoaxillaris","Strigidae","Strigiformes",148.2,200.8,"Forest","Carnivore","Invertivore",25.4,NA,NA,0,0,NA,NA,NA,NA
"Ninox_rudolfi","Strigidae","Strigiformes",233,222,"Forest","Carnivore","Invertivore",28.1,NA,NA,0,0,NA,NA,NA,NA
"Ninox_rufa","Strigidae","Strigiformes",327.2,931.7,"Forest","Carnivore","Vertivore",28,0,1,0,1,"0",NA,8.73348,NA
"Ninox_rumseyi","Strigidae","Strigiformes",163.8,127.9,"Forest","Carnivore","Omnivore",27.2,NA,NA,0,0,NA,NA,NA,NA
"Ninox_scutulata","Strigidae","Strigiformes",181.5,191,"Forest","Carnivore","Invertivore",29.2,0,0,0,0,NA,NA,NA,NA
"Ninox_spilocephala","Strigidae","Strigiformes",177.5,137,"Forest","Carnivore","Omnivore",31,NA,NA,0,0,NA,NA,NA,NA
"Ninox_spilonotus","Strigidae","Strigiformes",189.4,178,"Forest","Carnivore","Omnivore",27.2,NA,NA,0,0,NA,NA,NA,NA
"Ninox_squamipila","Strigidae","Strigiformes",212,210,"Forest","Carnivore","Invertivore",30.1,NA,NA,0,0,NA,NA,NA,NA
"Ninox_strenua","Strigidae","Strigiformes",400.8,1346,"Forest","Carnivore","Vertivore",29.3,0,0,0,0,NA,NA,11.85184,NA
"Ninox_sumbaensis","Strigidae","Strigiformes",188.5,90,"Forest","Carnivore","Invertivore",22.9,NA,NA,0,0,NA,NA,NA,NA
"Ninox_theomacha","Strigidae","Strigiformes",178.8,125,"Forest","Carnivore","Invertivore",27.8,NA,NA,0,0,NA,NA,NA,NA
"Ninox_variegata","Strigidae","Strigiformes",208,179,"Forest","Carnivore","Invertivore",27.7,NA,NA,0,0,NA,NA,NA,NA
"Nisaetus_alboniger","Accipitridae","Accipitriformes",325.2,830,"","Carnivore","Vertivore",25.1,0,0,0,0,NA,NA,NA,NA
"Nisaetus_bartelsi","Accipitridae","Accipitriformes",378,830,"","Carnivore","Vertivore",22.1,0,0,0,0,NA,NA,NA,NA
"Nisaetus_cirrhatus","Accipitridae","Accipitriformes",414.6,1475.1,"","Carnivore","Vertivore",27.9,0,1,0,1,"0",NA,NA,NA
"Nisaetus_floris","Accipitridae","Accipitriformes",436.7,1475.1,"","Carnivore","Vertivore",26.5,0,0,0,0,NA,NA,NA,NA
"Nisaetus_lanceolatus","Accipitridae","Accipitriformes",373,1168,"","Carnivore","Vertivore",24,0,0,0,0,NA,NA,NA,NA
"Nisaetus_nanus","Accipitridae","Accipitriformes",312.7,557.8,"","Carnivore","Vertivore",25.4,0,0,0,0,NA,NA,NA,NA
"Nisaetus_nipalensis","Accipitridae","Accipitriformes",423.7,3005,"","Carnivore","Vertivore",25.1,0,1,0,1,"0",NA,NA,NA
"Nisaetus_philippensis","Accipitridae","Accipitriformes",355.2,1168,"","Carnivore","Vertivore",26.4,0,0,0,0,NA,NA,NA,NA
"Nisaetus_pinskeri","Accipitridae","Accipitriformes",349,1168,"","Carnivore","Vertivore",20.9,0,0,0,0,NA,NA,NA,NA
"Nok_hualon","Pycnonotidae","Passeriformes",90,37,NA,"Herbivore","Frugivore",15,NA,NA,0,0,NA,NA,NA,NA
"Northiella_haematogaster","Psittacidae","Psittaciformes",128.6,85.9,"Woodland","Herbivore","Omnivore",34.6,0,1,0,1,"0",2400,2.4864,2.65
"Notiomystis_cincta__","Notiomystidae","Passeriformes",104.3,93.4,"Forest","Omnivore","Omnivore",25.2,0,0,0,0,NA,NA,NA,NA
"Notopholia_corusca","Sturnidae","Passeriformes",107.2,56.1,"Woodland","Herbivore","Frugivore",22.6,NA,NA,0,0,NA,NA,NA,NA
"Nyctyornis_amictus","Meropidae","Coraciiformes",119.1,71.9,"Forest","Carnivore","Invertivore",17.6,NA,NA,0,0,NA,NA,NA,NA
"Nyctyornis_athertoni","Meropidae","Coraciiformes",135,84.2,"Forest","Carnivore","Invertivore",25.2,NA,NA,0,0,NA,NA,NA,NA
"Ochetorhynchus_andaecola","Furnariidae","Passeriformes",78.4,30.9,"Shrubland","Carnivore","Invertivore",10.9,NA,NA,0,0,NA,NA,NA,NA
"Ochetorhynchus_melanurus","Furnariidae","Passeriformes",80.5,40,"Shrubland","Carnivore","Invertivore",13.5,NA,NA,0,0,NA,NA,NA,NA
"Ochetorhynchus_phoenicurus","Furnariidae","Passeriformes",72.2,30.2,"Shrubland","Carnivore","Invertivore",13.9,NA,NA,0,0,NA,NA,NA,NA
"Ochetorhynchus_ruficaudus","Furnariidae","Passeriformes",79.3,36.3,"Shrubland","Carnivore","Invertivore",11.6,NA,NA,0,0,NA,NA,NA,NA
"Ochthoeca_cinnamomeiventris","Tyrannidae","Passeriformes",63.3,12,"Shrubland","Carnivore","Invertivore",17.2,NA,NA,0,0,NA,NA,NA,NA
"Ochthoeca_fumicolor","Tyrannidae","Passeriformes",82.7,16.6,"Grassland","Carnivore","Invertivore",19,NA,NA,0,0,NA,NA,NA,NA
"Ochthoeca_leucophrys","Tyrannidae","Passeriformes",75.7,13.1,"Shrubland","Carnivore","Invertivore",17.8,NA,NA,0,0,NA,NA,NA,NA
"Ochthoeca_nigrita","Tyrannidae","Passeriformes",61.4,10.9,"Shrubland","Carnivore","Invertivore",18.8,NA,NA,0,0,NA,NA,NA,NA
"Ochthoeca_oenanthoides","Tyrannidae","Passeriformes",82.1,17.7,"Shrubland","Carnivore","Invertivore",19.7,NA,NA,0,0,NA,NA,NA,NA
"Ochthoeca_piurae","Tyrannidae","Passeriformes",60,8.9,"Shrubland","Carnivore","Invertivore",14.1,NA,NA,0,0,NA,NA,NA,NA
"Ochthoeca_rufipectoralis","Tyrannidae","Passeriformes",66.3,10,"Forest","Carnivore","Invertivore",19.6,NA,NA,0,0,NA,NA,NA,NA
"Ochthoeca_salvini","Tyrannidae","Passeriformes",67.4,12.2,"Woodland","Carnivore","Invertivore",18.6,NA,NA,0,0,NA,NA,NA,NA
"Ochthoeca_superciliosa","Tyrannidae","Passeriformes",82.7,16.6,"Grassland","Carnivore","Invertivore",19,NA,NA,0,0,NA,NA,NA,NA
"Ochthoeca_thoracica","Tyrannidae","Passeriformes",67.5,10.8,"Shrubland","Carnivore","Invertivore",17.9,NA,NA,0,0,NA,NA,NA,NA
