Species,Family,Order,Wing_length,Mass,Habitat,Trophic_level,Trophic_niche,HWI,Raw_CRB,Raw_certainty,CRB,Certainty,CRB_Final,brain_volume_mm3
Serpophaga_subcristata,Tyrannidae,Passeriformes,48.1,6.6,Forest,Carnivore,Invertivore,14.5,,,0,0,NA,
Setophaga_adelaidae,Parulidae,Passeriformes,50.1,6.9,Forest,Carnivore,Invertivore,11.5,,,0,0,NA,
Setophaga_americana,Parulidae,Passeriformes,57.6,7.8,Forest,Carnivore,Invertivore,28.1,,,0,0,NA,
Setophaga_angelae,Parulidae,Passeriformes,52.6,7.7,Forest,Carnivore,Invertivore,19.7,0,1,0,1,0,
Setophaga_auduboni,Parulidae,Passeriformes,75.4,11.9,Forest,Carnivore,Invertivore,25.8,,,0,0,NA,
Setophaga_caerulescens,Parulidae,Passeriformes,62.2,10.1,Forest,Carnivore,Invertivore,24.1,0,1,0,1,0,
Setophaga_castanea,Parulidae,Passeriformes,69.9,11.8,Forest,Omnivore,Invertivore,30.6,,,0,0,NA,
Setophaga_cerulea,Parulidae,Passeriformes,65.6,9,Forest,Carnivore,Invertivore,33.2,0,0,0,0,NA,
Setophaga_chrysoparia,Parulidae,Passeriformes,61.7,9.9,Forest,Carnivore,Invertivore,21.4,0,0,0,0,NA,
Setophaga_citrina,Parulidae,Passeriformes,64.7,10.5,Forest,Carnivore,Invertivore,21.5,0,1,0,1,0,
Setophaga_coronata,Parulidae,Passeriformes,71.6,11.9,Forest,Carnivore,Invertivore,24.5,0,0,0,0,NA,
Setophaga_delicata,Parulidae,Passeriformes,54.8,7.4,Forest,Carnivore,Invertivore,18,,,0,0,NA,
Setophaga_discolor,Parulidae,Passeriformes,55.5,7.6,Shrubland,Carnivore,Invertivore,20,,,0,0,NA,
Setophaga_dominica,Parulidae,Passeriformes,67.7,9.7,Forest,Carnivore,Invertivore,27.7,,,0,0,NA,
Setophaga_flavescens,Parulidae,Passeriformes,65,9,Forest,Carnivore,Invertivore,24.5,,,0,0,NA,
Setophaga_fusca,Parulidae,Passeriformes,65.7,9.7,Forest,Carnivore,Invertivore,32.4,0,1,0,1,0,
Setophaga_graciae,Parulidae,Passeriformes,65.1,8.1,Forest,Carnivore,Invertivore,25.6,,,0,0,NA,
Setophaga_graysoni,Parulidae,Passeriformes,52.7,6.8,Forest,Carnivore,Invertivore,20.1,,,0,0,NA,
Setophaga_kirtlandii,Parulidae,Passeriformes,70,13.9,Forest,Carnivore,Invertivore,20.5,0,0,0,0,NA,
Setophaga_magnolia,Parulidae,Passeriformes,58.4,8.1,Forest,Carnivore,Invertivore,21.1,0,1,0,1,0,
Setophaga_nigrescens,Parulidae,Passeriformes,63.2,8.7,Forest,Carnivore,Invertivore,23.4,0,0,0,0,NA,
Setophaga_occidentalis,Parulidae,Passeriformes,66.9,10.4,Forest,Carnivore,Invertivore,26.9,,,0,0,NA,
Setophaga_palmarum,Parulidae,Passeriformes,63.7,10.3,Forest,Carnivore,Invertivore,20.1,,,0,0,NA,
Setophaga_pensylvanica,Parulidae,Passeriformes,61.6,9.3,Forest,Carnivore,Invertivore,26.6,,,0,0,NA,
Setophaga_petechia,Parulidae,Passeriformes,60.2,10.2,Shrubland,Carnivore,Invertivore,23.6,0,1,0,1,0,
Setophaga_pharetra,Parulidae,Passeriformes,62.2,9.9,Forest,Carnivore,Invertivore,16.7,,,0,0,NA,
Setophaga_pinus,Parulidae,Passeriformes,71.8,11.8,Forest,Carnivore,Invertivore,28.6,,,0,0,NA,
Setophaga_pitiayumi,Parulidae,Passeriformes,52.7,6.8,Forest,Carnivore,Invertivore,20.1,,,0,0,NA,
Setophaga_pityophila,Parulidae,Passeriformes,58,8,Forest,Carnivore,Invertivore,24.2,,,0,0,NA,
Setophaga_plumbea,Parulidae,Passeriformes,61.3,10.1,Forest,Carnivore,Invertivore,19.5,,,0,0,NA,
Setophaga_ruticilla,Parulidae,Passeriformes,62,8.2,Forest,Carnivore,Invertivore,24.6,0,1,0,1,0,
Setophaga_striata,Parulidae,Passeriformes,74.3,11.8,Forest,Carnivore,Invertivore,31.3,0,0,0,0,NA,
Setophaga_subita,Parulidae,Passeriformes,50.6,7.6,Shrubland,Carnivore,Invertivore,13.3,,,0,0,NA,
Setophaga_tigrina,Parulidae,Passeriformes,65.7,10,Forest,Omnivore,Invertivore,26.7,,,0,0,NA,
Setophaga_townsendi,Parulidae,Passeriformes,63.8,8.8,Forest,Carnivore,Invertivore,27.8,1,0,1,0,0,
Setophaga_virens,Parulidae,Passeriformes,62.1,8.7,Forest,Omnivore,Invertivore,26.5,0,0,0,0,NA,
Setophaga_vitellina,Parulidae,Passeriformes,56.6,6.7,Woodland,Carnivore,Invertivore,15.9,,,0,0,NA,
Setornis_criniger,Pycnonotidae,Passeriformes,95.6,29.5,Forest,Herbivore,Frugivore,17.9,,,0,0,NA,
Sheppardia_aequatorialis__,Muscicapidae,Passeriformes,67.2,16.8,Forest,Carnivore,Invertivore,14.1,,,0,0,NA,
Sheppardia_aurantiithorax__,Muscicapidae,Passeriformes,73.5,18.4,Forest,Carnivore,Invertivore,14.2,,,0,0,NA,
Sheppardia_bocagei__,Muscicapidae,Passeriformes,78.7,18.3,Forest,Carnivore,Invertivore,15.3,,,0,0,NA,
Sheppardia_cyornithopsis__,Muscicapidae,Passeriformes,70.5,18.4,Forest,Carnivore,Invertivore,14.3,,,0,0,NA,
Sheppardia_gabela__,Muscicapidae,Passeriformes,65.5,11,Forest,Carnivore,Invertivore,16,,,0,0,NA,
Sheppardia_gunningi__,Muscicapidae,Passeriformes,67.1,17.3,Forest,Carnivore,Invertivore,17.1,,,0,0,NA,
Sheppardia_lowei__,Muscicapidae,Passeriformes,69.3,18.4,Forest,Carnivore,Invertivore,12.2,,,0,0,NA,
Sheppardia_montana__,Muscicapidae,Passeriformes,73.8,21.8,Forest,Carnivore,Invertivore,13.4,,,0,0,NA,
Sheppardia_poensis__,Muscicapidae,Passeriformes,69.3,18.3,Forest,Carnivore,Invertivore,15.3,,,0,0,NA,
Sheppardia_polioptera__,Muscicapidae,Passeriformes,78.8,18.7,Shrubland,Carnivore,Invertivore,14.5,,,0,0,NA,
Sheppardia_sharpei__,Muscicapidae,Passeriformes,66,14.7,Forest,Carnivore,Invertivore,18.9,,,0,0,NA,
Sholicola_albiventris__,Muscicapidae,Passeriformes,75.2,38.5,Riverine,Carnivore,Invertivore,11.2,0,0,0,0,NA,
Sholicola_major__,Muscicapidae,Passeriformes,76.8,38.5,Forest,Carnivore,Invertivore,12.3,0,0,0,0,NA,
Sialia_currucoides,Turdidae,Passeriformes,114,29.6,Grassland,Omnivore,Invertivore,36.6,1,0,1,0,0,
Sialia_mexicana,Turdidae,Passeriformes,104.4,26.4,Woodland,Omnivore,Omnivore,37.2,1,1,1,1,1,
Sialia_sialis,Turdidae,Passeriformes,95.8,27.5,Woodland,Carnivore,Invertivore,32.8,1,1,1,1,1,
Sibia_morrisoniana,Leiotrichidae,Passeriformes,81,24,Forest,Carnivore,Invertivore,14.1,,,0,0,NA,
Sibia_nipalensis,Leiotrichidae,Passeriformes,87.4,43.9,Forest,Omnivore,Invertivore,16.6,,,0,0,NA,
Sibia_souliei,Leiotrichidae,Passeriformes,94.2,39.3,Forest,Carnivore,Invertivore,13.1,,,0,0,NA,
Sibia_waldeni,Leiotrichidae,Passeriformes,90.5,46.7,Forest,Omnivore,Omnivore,13.1,,,0,0,NA,
Sicalis_auriventris,Thraupidae,Passeriformes,87.3,55,Shrubland,Herbivore,Granivore,29.7,0,0,0,0,NA,
Sicalis_auriventris,Thraupidae,Passeriformes,87.3,55,Shrubland,Herbivore,Granivore,29.7,,,0,0,NA,
Sicalis_citrina,Thraupidae,Passeriformes,59.6,11.6,Grassland,Omnivore,Granivore,20.9,0,0,0,0,NA,
Sicalis_citrina,Thraupidae,Passeriformes,59.6,11.6,Grassland,Omnivore,Granivore,20.9,,,0,0,NA,
Sicalis_columbiana,Thraupidae,Passeriformes,58.2,13.4,Shrubland,Herbivore,Granivore,15.3,0,0,0,0,NA,
Sicalis_columbiana,Thraupidae,Passeriformes,58.2,13.4,Shrubland,Herbivore,Granivore,15.3,,,0,0,NA,
Sicalis_flaveola,Thraupidae,Passeriformes,69.5,16.9,Shrubland,Herbivore,Granivore,20.6,0,0,0,0,NA,
Sicalis_flaveola,Thraupidae,Passeriformes,69.5,16.9,Shrubland,Herbivore,Granivore,20.6,,,0,0,NA,
Sicalis_lebruni,Thraupidae,Passeriformes,82.5,25.3,Grassland,Omnivore,Granivore,31.5,0,0,0,0,NA,
Sicalis_lebruni,Thraupidae,Passeriformes,82.5,25.3,Grassland,Omnivore,Granivore,31.5,,,0,0,NA,
Sicalis_lutea,Thraupidae,Passeriformes,81.4,16.3,Grassland,Herbivore,Granivore,24.7,1,1,1,1,1,
Sicalis_lutea,Thraupidae,Passeriformes,81.4,16.3,Grassland,Herbivore,Granivore,24.7,,,0,0,NA,
Sicalis_luteocephala,Thraupidae,Passeriformes,76.8,16.3,Shrubland,Herbivore,Granivore,18.9,1,0,1,0,0,
Sicalis_luteocephala,Thraupidae,Passeriformes,76.8,16.3,Shrubland,Herbivore,Granivore,18.9,,,0,0,NA,
Sicalis_luteola,Thraupidae,Passeriformes,67,15.9,Grassland,Herbivore,Granivore,21.1,1,0,1,0,0,
Sicalis_luteola,Thraupidae,Passeriformes,67,15.9,Grassland,Herbivore,Granivore,21.1,,,0,0,NA,
Sicalis_mendozae,Thraupidae,Passeriformes,78.1,18.1,Shrubland,Herbivore,Granivore,23.3,1,0,1,0,0,
Sicalis_mendozae,Thraupidae,Passeriformes,78.1,18.1,Shrubland,Herbivore,Granivore,23.3,,,0,0,NA,
Sicalis_olivascens,Thraupidae,Passeriformes,78.1,21.8,Shrubland,Herbivore,Granivore,23.3,1,0,1,0,0,
Sicalis_olivascens,Thraupidae,Passeriformes,78.1,21.8,Shrubland,Herbivore,Granivore,23.3,,,0,0,NA,
Sicalis_raimondii,Thraupidae,Passeriformes,71.8,15.8,Rock,Herbivore,Granivore,29.7,0,0,0,0,NA,
Sicalis_raimondii,Thraupidae,Passeriformes,71.8,15.8,Rock,Herbivore,Granivore,29.7,,,0,0,NA,
Sicalis_taczanowskii,Thraupidae,Passeriformes,69.9,8,Shrubland,Herbivore,Granivore,23.1,0,0,0,0,NA,
Sicalis_taczanowskii,Thraupidae,Passeriformes,69.9,8,Shrubland,Herbivore,Granivore,23.1,,,0,0,NA,
Sicalis_uropigyalis,Thraupidae,Passeriformes,84.4,22.5,Grassland,Herbivore,Granivore,30,1,0,1,0,0,
Sicalis_uropigyalis,Thraupidae,Passeriformes,84.4,22.5,Grassland,Herbivore,Granivore,30,,,0,0,NA,
Silvicultrix_diadema,Tyrannidae,Passeriformes,63,11.5,Forest,Carnivore,Invertivore,17.3,,,0,0,NA,
Silvicultrix_frontalis,Tyrannidae,Passeriformes,65.2,10,Forest,Carnivore,Invertivore,14.7,,,0,0,NA,
Silvicultrix_jelskii,Tyrannidae,Passeriformes,65.8,11.6,Forest,Carnivore,Invertivore,13.8,,,0,0,NA,
Silvicultrix_pulchella,Tyrannidae,Passeriformes,64.6,12,Forest,Carnivore,Invertivore,16.7,,,0,0,NA,
Sinosuthora_alphonsiana,Sylviidae,Passeriformes,52.2,10.5,Shrubland,Herbivore,Omnivore,12.8,,,0,0,NA,
Sinosuthora_alphonsiana__,Sylviidae,Passeriformes,52.2,10.5,Shrubland,Herbivore,Omnivore,12.8,,,0,0,NA,
Sinosuthora_brunnea,Sylviidae,Passeriformes,51.3,9.3,Shrubland,Omnivore,Granivore,9.5,,,0,0,NA,
Sinosuthora_brunnea__,Sylviidae,Passeriformes,51.3,9.3,Shrubland,Omnivore,Granivore,9.5,,,0,0,NA,
Sinosuthora_conspicillata,Sylviidae,Passeriformes,53.7,8.5,Forest,Omnivore,Omnivore,12.7,,,0,0,NA,
Sinosuthora_conspicillata__,Sylviidae,Passeriformes,53.7,8.5,Forest,Omnivore,Omnivore,12.7,,,0,0,NA,
Sinosuthora_przewalskii,Sylviidae,Passeriformes,53.7,8.5,Forest,Omnivore,Omnivore,12.7,,,0,0,NA,
Sinosuthora_przewalskii__,Sylviidae,Passeriformes,53.7,8.5,Forest,Omnivore,Omnivore,12.7,,,0,0,NA,
Sinosuthora_ricketti,Sylviidae,Passeriformes,51.5,9.3,Shrubland,Omnivore,Granivore,12.2,,,0,0,NA,
Sinosuthora_ricketti__,Sylviidae,Passeriformes,51.5,9.3,Shrubland,Omnivore,Granivore,12.2,,,0,0,NA,
Sinosuthora_webbiana,Sylviidae,Passeriformes,50.4,10.9,Shrubland,Herbivore,Omnivore,13.9,,,0,0,NA,
Sinosuthora_webbiana__,Sylviidae,Passeriformes,50.4,10.9,Shrubland,Herbivore,Omnivore,13.9,,,0,0,NA,
Sinosuthora_zappeyi,Sylviidae,Passeriformes,55.5,9.5,Shrubland,Omnivore,Invertivore,11.2,,,0,0,NA,
Sinosuthora_zappeyi__,Sylviidae,Passeriformes,55.5,9.5,Shrubland,Omnivore,Invertivore,11.2,,,0,0,NA,
Sipia_berlepschi,Thamnophilidae,Passeriformes,64.3,25.6,Forest,Carnivore,Invertivore,8.2,,,0,0,NA,
Sipia_berlepschi,Thamnophilidae,Passeriformes,64.3,25.6,Forest,Carnivore,Invertivore,8.2,,,0,0,NA,
Sipia_laemosticta,Thamnophilidae,Passeriformes,61.3,25,Forest,Carnivore,Invertivore,8.4,,,0,0,NA,
Sipia_laemosticta,Thamnophilidae,Passeriformes,61.3,25,Forest,Carnivore,Invertivore,8.4,0,0,0,0,NA,
Sipia_nigricauda,Thamnophilidae,Passeriformes,64,24,Forest,Carnivore,Invertivore,8.9,,,0,0,NA,
Sipia_nigricauda,Thamnophilidae,Passeriformes,64,24,Forest,Carnivore,Invertivore,8.9,,,0,0,NA,
Sipia_palliata,Thamnophilidae,Passeriformes,66.7,25,Forest,Carnivore,Invertivore,10.3,,,0,0,NA,
Sipia_palliata,Thamnophilidae,Passeriformes,66.7,25,Forest,Carnivore,Invertivore,10.3,0,0,0,0,NA,
Sipodotus_wallacii,Maluridae,Passeriformes,49,7.7,Forest,Carnivore,Invertivore,10.8,,,0,0,NA,
Siptornis_striaticollis,Furnariidae,Passeriformes,62.4,13,Forest,Carnivore,Invertivore,22.8,,,0,0,NA,
Sirystes_albocinereus,Tyrannidae,Passeriformes,99.8,38,Forest,Carnivore,Invertivore,17.8,,,0,0,NA,
Sirystes_albogriseus,Tyrannidae,Passeriformes,99.5,34,Forest,Carnivore,Invertivore,19.9,,,0,0,NA,
Sirystes_sibilator,Tyrannidae,Passeriformes,93.9,32.3,Forest,Carnivore,Invertivore,19.8,,,0,0,NA,
Sirystes_subcanescens,Tyrannidae,Passeriformes,99,34,Forest,Carnivore,Invertivore,23,,,0,0,NA,
Sitta_arctica,Sittidae,Passeriformes,84.8,21.2,Forest,Carnivore,Invertivore,22.7,,,0,0,NA,
Sitta_azurea,Sittidae,Passeriformes,77.1,16.3,Forest,Carnivore,Invertivore,25.2,,,0,0,NA,
Sitta_canadensis,Sittidae,Passeriformes,66.4,9.8,Forest,Omnivore,Omnivore,26.2,,,0,0,NA,
Sitta_carolinensis,Sittidae,Passeriformes,88.6,21,Forest,Omnivore,Omnivore,31.2,,,0,0,NA,"1,000.00"
Sitta_cashmirensis,Sittidae,Passeriformes,82.4,19,Forest,Carnivore,Invertivore,21.9,,,0,0,NA,
Sitta_castanea,Sittidae,Passeriformes,74.2,19.6,Forest,Carnivore,Invertivore,22.5,,,0,0,NA,
Sitta_cinnamoventris,Sittidae,Passeriformes,80.6,19.6,Forest,Carnivore,Invertivore,25.1,,,0,0,NA,
Sitta_europaea,Sittidae,Passeriformes,85.4,20.4,Forest,Carnivore,Invertivore,23.8,,,0,0,NA,"1,023.08"
Sitta_formosa,Sittidae,Passeriformes,104,21,Forest,Carnivore,Invertivore,26.2,0,0,0,0,NA,
Sitta_frontalis,Sittidae,Passeriformes,72.7,16.5,Forest,Carnivore,Invertivore,23,,,0,0,NA,
Sitta_himalayensis,Sittidae,Passeriformes,72.2,14.3,Forest,Carnivore,Invertivore,20.4,,,0,0,NA,
Sitta_insularis,Sittidae,Passeriformes,65,10.2,Forest,Omnivore,Invertivore,23.3,,,0,0,NA,
Sitta_krueperi,Sittidae,Passeriformes,71.2,12.4,Forest,Omnivore,Omnivore,23.3,,,0,0,NA,
Sitta_ledanti,Sittidae,Passeriformes,85.4,17.2,Forest,Omnivore,Omnivore,23.8,,,0,0,NA,
Sitta_leucopsis,Sittidae,Passeriformes,77.1,14.8,Forest,Carnivore,Invertivore,25.6,,,0,0,NA,
Sitta_magna,Sittidae,Passeriformes,115.9,41.1,Woodland,Omnivore,Invertivore,32.9,,,0,0,NA,
Sitta_nagaensis,Sittidae,Passeriformes,79.3,14.7,Forest,Carnivore,Invertivore,23.4,,,0,0,NA,
Sitta_neglecta,Sittidae,Passeriformes,80,19.6,Forest,Carnivore,Invertivore,25.1,,,0,0,NA,
Sitta_neumayer,Sittidae,Passeriformes,80.2,26.5,Rock,Omnivore,Invertivore,14.9,,,0,0,NA,
Sitta_oenochlamys,Sittidae,Passeriformes,72.9,16.4,Forest,Carnivore,Invertivore,18.9,,,0,0,NA,
Sitta_przewalskii,Sittidae,Passeriformes,72.2,14.8,Forest,Carnivore,Invertivore,25.9,,,0,0,NA,
Sitta_pusilla,Sittidae,Passeriformes,65,10.2,Forest,Omnivore,Invertivore,23.3,1,1,1,1,1,
Sitta_pygmaea,Sittidae,Passeriformes,66.4,10.6,Forest,Omnivore,Invertivore,18,1,1,1,1,1,
Sitta_solangiae,Sittidae,Passeriformes,78.1,15,Forest,Carnivore,Invertivore,28,,,0,0,NA,
Sitta_tephronota,Sittidae,Passeriformes,84.9,35.2,Rock,Omnivore,Invertivore,16.4,,,0,0,NA,
Sitta_victoriae,Sittidae,Passeriformes,70,14.3,Forest,Carnivore,Invertivore,17.4,0,0,0,0,NA,
Sitta_villosa,Sittidae,Passeriformes,65,9.4,Forest,Omnivore,Omnivore,22.1,,,0,0,NA,
Sitta_whiteheadi,Sittidae,Passeriformes,70.7,11.8,Forest,Omnivore,Omnivore,22.3,,,0,0,NA,
Sitta_yunnanensis,Sittidae,Passeriformes,72,9.9,Woodland,Carnivore,Invertivore,23.5,0,0,0,0,NA,
Sittasomus_griseicapillus,Furnariidae,Passeriformes,76.7,13.1,Forest,Carnivore,Invertivore,22,0,0,0,0,NA,
Sittasomus_griseus,Furnariidae,Passeriformes,77.7,13.1,Forest,Carnivore,Invertivore,22.5,,,0,0,NA,
Sittiparus_castaneoventris,Paridae,Passeriformes,73.8,17,Forest,Carnivore,Invertivore,19.7,,,0,0,NA,
Sittiparus_olivaceus,Paridae,Passeriformes,73.8,17,Forest,Carnivore,Invertivore,19.7,,,0,0,NA,
Sittiparus_owstoni,Paridae,Passeriformes,73.8,17,Forest,Carnivore,Invertivore,19.7,,,0,0,NA,
Sittiparus_semilarvatus,Paridae,Passeriformes,74.2,18,Forest,Carnivore,Invertivore,21.2,,,0,0,NA,
Sittiparus_varius,Paridae,Passeriformes,73.8,17,Forest,Carnivore,Invertivore,19.7,,,0,0,NA,
Siva_cyanouroptera,Leiotrichidae,Passeriformes,65.3,17,Forest,Omnivore,Invertivore,9.9,,,0,0,NA,
Snowornis_cryptolophus,Cotingidae,Passeriformes,127,73.6,Forest,Omnivore,Omnivore,21.1,0,0,0,0,NA,
Snowornis_subalaris,Cotingidae,Passeriformes,129.4,81.2,Forest,Omnivore,Omnivore,23.2,0,0,0,0,NA,
Spartonoica_maluroides,Furnariidae,Passeriformes,49.6,11,Wetland,Carnivore,Invertivore,17.6,0,0,0,0,NA,
Speculipastor_bicolor,Sturnidae,Passeriformes,114.8,64.2,Woodland,Omnivore,Frugivore,25.1,,,0,0,NA,
Spelaeornis_badeigularis,Timaliidae,Passeriformes,46.5,6,Forest,Carnivore,Invertivore,6.5,,,0,0,NA,
Spelaeornis_badeigularis__,Timaliidae,Passeriformes,46.5,6,Forest,Carnivore,Invertivore,6.5,0,0,0,0,NA,
Spelaeornis_caudatus,Timaliidae,Passeriformes,47,11,Forest,Carnivore,Invertivore,6.3,,,0,0,NA,
Spelaeornis_caudatus__,Timaliidae,Passeriformes,47,11,Forest,Carnivore,Invertivore,6.3,0,0,0,0,NA,
Spelaeornis_chocolatinus,Timaliidae,Passeriformes,48.9,11.8,Forest,Carnivore,Invertivore,8.6,,,0,0,NA,
Spelaeornis_chocolatinus__,Timaliidae,Passeriformes,48.9,11.8,Forest,Carnivore,Invertivore,8.6,0,0,0,0,NA,
Spelaeornis_kinneari,Timaliidae,Passeriformes,49.5,11.8,Forest,Carnivore,Invertivore,6.8,,,0,0,NA,
Spelaeornis_kinneari__,Timaliidae,Passeriformes,49.5,11.8,Forest,Carnivore,Invertivore,6.8,0,0,0,0,NA,
Spelaeornis_longicaudatus,Timaliidae,Passeriformes,53,12,Forest,Carnivore,Invertivore,7,,,0,0,NA,
Spelaeornis_longicaudatus__,Timaliidae,Passeriformes,53,12,Forest,Carnivore,Invertivore,7,0,0,0,0,NA,
Spelaeornis_oatesi,Timaliidae,Passeriformes,48.5,11.8,Forest,Carnivore,Invertivore,3.5,,,0,0,NA,
Spelaeornis_oatesi__,Timaliidae,Passeriformes,48.5,11.8,Forest,Carnivore,Invertivore,3.5,0,0,0,0,NA,
Spelaeornis_reptatus,Timaliidae,Passeriformes,49,11.8,Forest,Carnivore,Invertivore,5.8,,,0,0,NA,
Spelaeornis_reptatus__,Timaliidae,Passeriformes,49,11.8,Forest,Carnivore,Invertivore,5.8,0,0,0,0,NA,
Spelaeornis_troglodytoides,Timaliidae,Passeriformes,49.2,7,Forest,Carnivore,Invertivore,7,,,0,0,NA,
Spelaeornis_troglodytoides__,Timaliidae,Passeriformes,49.2,7,Forest,Carnivore,Invertivore,7,0,0,0,0,NA,
Spermestes_bicolor,Estrildidae,Passeriformes,48.4,9.9,Woodland,Herbivore,Granivore,21.8,1,0,1,0,0,
Spermestes_cucullata,Estrildidae,Passeriformes,48.4,9,Woodland,Herbivore,Granivore,21.4,,,0,0,NA,
Spermestes_fringilloides,Estrildidae,Passeriformes,56.9,16.8,Forest,Herbivore,Granivore,25.9,,,0,0,NA,
Spermophaga_haematina,Estrildidae,Passeriformes,67.7,23,Forest,Herbivore,Omnivore,11.1,0,0,0,0,NA,
Spermophaga_poliogenys,Estrildidae,Passeriformes,67.2,19.8,Forest,Herbivore,Granivore,12.3,,,0,0,NA,
Spermophaga_ruficapilla,Estrildidae,Passeriformes,69.3,23.6,Forest,Herbivore,Granivore,9.7,,,0,0,NA,
Sphecotheres_hypoleucus,Oriolidae,Passeriformes,126.6,77.5,Woodland,Herbivore,Frugivore,24,,,0,0,NA,
Sphecotheres_vieilloti,Oriolidae,Passeriformes,146.8,121.5,Forest,Herbivore,Frugivore,26.6,,,0,0,NA,
Sphecotheres_viridis,Oriolidae,Passeriformes,123.7,121,Forest,Herbivore,Frugivore,23.4,,,0,0,NA,
Sphenopsis_frontalis,Thraupidae,Passeriformes,70.7,17,Forest,Carnivore,Invertivore,14.8,0,0,0,0,NA,
Sphenopsis_frontalis,Thraupidae,Passeriformes,70.7,17,Forest,Carnivore,Invertivore,14.8,,,0,0,NA,
Sphenopsis_melanotis,Thraupidae,Passeriformes,68.9,16,Forest,Carnivore,Invertivore,13.9,0,0,0,0,NA,
Sphenopsis_melanotis,Thraupidae,Passeriformes,68.9,16,Forest,Carnivore,Invertivore,13.9,,,0,0,NA,
Sphenopsis_ochracea,Thraupidae,Passeriformes,80,16,Forest,Omnivore,Omnivore,13.8,0,0,0,0,NA,
Sphenopsis_ochracea,Thraupidae,Passeriformes,80,16,Forest,Omnivore,Omnivore,13.8,,,0,0,NA,
Sphenopsis_piurae,Thraupidae,Passeriformes,66.8,16,Forest,Omnivore,Invertivore,11,0,0,0,0,NA,
Sphenopsis_piurae,Thraupidae,Passeriformes,66.8,16,Forest,Omnivore,Invertivore,11,,,0,0,NA,
Sphyrapicus_nuchalis,Picidae,Piciformes,122.8,48.5,Woodland,Omnivore,Omnivore,31.7,0,0,0,0,NA,
Sphyrapicus_ruber,Picidae,Piciformes,126.6,54.8,Woodland,Carnivore,Invertivore,30.4,0,1,0,1,0,
Sphyrapicus_thyroideus,Picidae,Piciformes,135.5,47.6,Forest,Omnivore,Invertivore,32.2,,,0,0,NA,
Sphyrapicus_varius,Picidae,Piciformes,124.8,50.3,Woodland,Omnivore,Omnivore,33.9,0,1,0,1,0,"1,074.85"
Spilornis_cheela,Accipitridae,Accipitriformes,373.7,597.7,,Carnivore,Vertivore,30.1,0,0,0,0,NA,
Spilornis_elgini,Accipitridae,Accipitriformes,365.4,895,,Carnivore,Vertivore,29.4,0,0,0,0,NA,
Spilornis_holospilus,Accipitridae,Accipitriformes,340.1,705,,Carnivore,Vertivore,30.7,0,0,0,0,NA,
Spilornis_kinabaluensis,Accipitridae,Accipitriformes,368.5,597.7,,Carnivore,Vertivore,29,0,0,0,0,NA,
Spilornis_klossi,Accipitridae,Accipitriformes,297.2,450,,Carnivore,Vertivore,29.5,0,0,0,0,NA,
Spilornis_rufipectus,Accipitridae,Accipitriformes,328.6,705,,Carnivore,Vertivore,32.4,0,0,0,0,NA,
Spinus_atratus,Fringillidae,Passeriformes,79.6,16,Grassland,Herbivore,Granivore,29.9,,,0,0,NA,
Spinus_atriceps,Fringillidae,Passeriformes,67.2,13.5,Forest,Herbivore,Granivore,32,,,0,0,NA,
Spinus_barbatus,Fringillidae,Passeriformes,72.2,15.5,Forest,Herbivore,Granivore,31.1,,,0,0,NA,
Spinus_crassirostris,Fringillidae,Passeriformes,79.4,19,Shrubland,Herbivore,Granivore,28.9,,,0,0,NA,
Spinus_cucullatus,Fringillidae,Passeriformes,58.1,9.8,Forest,Herbivore,Granivore,27.9,,,0,0,NA,
Spinus_dominicensis,Fringillidae,Passeriformes,66.5,12.6,Forest,Herbivore,Granivore,29.5,,,0,0,NA,
Spinus_lawrencei,Fringillidae,Passeriformes,65,10.9,Forest,Herbivore,Granivore,29,,,0,0,NA,
Spinus_magellanicus,Fringillidae,Passeriformes,69.5,13.6,Shrubland,Herbivore,Granivore,27.2,,,0,0,NA,
Spinus_notatus,Fringillidae,Passeriformes,65.2,10.9,Forest,Herbivore,Granivore,30.9,,,0,0,NA,
Spinus_olivaceus,Fringillidae,Passeriformes,63,13.6,Forest,Herbivore,Granivore,29.4,,,0,0,NA,
Spinus_pinus,Fringillidae,Passeriformes,72.4,12.7,Forest,Herbivore,Granivore,35.2,0,0,0,0,NA,
Spinus_psaltria,Fringillidae,Passeriformes,60.9,8.8,Shrubland,Herbivore,Granivore,26,1,1,1,1,1,
Spinus_siemiradzkii,Fringillidae,Passeriformes,57.5,13.6,Shrubland,Herbivore,Granivore,22.3,,,0,0,NA,
Spinus_spinescens,Fringillidae,Passeriformes,63,11.3,Grassland,Herbivore,Granivore,26.8,,,0,0,NA,
Spinus_spinus,Fringillidae,Passeriformes,71.6,13.2,Forest,Herbivore,Granivore,36.5,,,0,0,NA,527.085
Spinus_thibetanus,Fringillidae,Passeriformes,68.9,10.5,Forest,Herbivore,Granivore,36,,,0,0,NA,
Spinus_tristis,Fringillidae,Passeriformes,69.8,12.8,Forest,Herbivore,Granivore,27.6,1,1,1,1,1,
Spinus_uropygialis,Fringillidae,Passeriformes,80.4,14,Shrubland,Herbivore,Granivore,35.2,,,0,0,NA,
Spinus_xanthogastrus,Fringillidae,Passeriformes,65.2,12.7,Forest,Herbivore,Granivore,29.1,,,0,0,NA,
Spinus_yarrellii,Fringillidae,Passeriformes,61.9,10.5,Forest,Herbivore,Omnivore,26.8,,,0,0,NA,
